photo_url,res1,res2,res3,res4,result_list,img_path,answer_llava
https://storage.yandexcloud.net/svg-images-first-pack/goodaudifonosvg.png,4,4,4,4,"[4, 4, 4, 4]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodaudifonosvg.png,"[1, 4, 5, 5]"
https://storage.yandexcloud.net/svg-images-first-pack/goodafricansclimbingfenceeuropesvg.png,4,4,4,5,"[4, 4, 4, 5]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodafricansclimbingfenceeuropesvg.png,"output_format: [1, 1, 1, 1]"
https://storage.yandexcloud.net/svg-images-first-pack/good1487499530svg.png,5,5,5,5,"[5, 5, 5, 5]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1487499530svg.png,"output_format: [4, 4, 2, 4]"
https://storage.yandexcloud.net/svg-images-first-pack/goodcgbugHalloweenLargeDeadTreesvg.png,5,5,5,4,"[5, 5, 5, 4]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodcgbugHalloweenLargeDeadTreesvg.png,"[1, 1, 1, 1]"
https://storage.yandexcloud.net/svg-images-first-pack/good1536010787svg.png,5,5,5,5,"[5, 5, 5, 5]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1536010787svg.png,"[5, 5, 5, 6]"
https://storage.yandexcloud.net/svg-images-first-pack/goodAirlinertopviewsvg.png,1,2,2,1,"[1, 2, 2, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodAirlinertopviewsvg.png,"Sure, just let me know what criteria you're looking for. Are you interested in:

1. Context appropriateness
2. General impression
3. Aesthetic beauty
4. Precision of execution

Once I have the image, I will be able to provide the scores for each criteria."
https://storage.yandexcloud.net/svg-images-first-pack/goodCartoonAnnounceArvin61r58svg.png,5,3,2,5,"[5, 3, 2, 5]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodCartoonAnnounceArvin61r58svg.png,"[5, 1, 5, 6]"
https://storage.yandexcloud.net/svg-images-first-pack/goodArchitettoDino10svg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodArchitettoDino10svg.png,"[6, 6, 6, 6]"
https://storage.yandexcloud.net/svg-images-first-pack/goodAlphabet12LetterGsvg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodAlphabet12LetterGsvg.png,"output_format: [5, 5, 5, 5]"
https://storage.yandexcloud.net/svg-images-first-pack/goodcheer2fanssvg.png,1,2,1,1,"[1, 2, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodcheer2fanssvg.png,"[5, 2, 2, 4]"
https://storage.yandexcloud.net/svg-images-first-pack/goodAnonymousShelbyCobrablueprintsvg.png,5,5,5,5,"[5, 5, 5, 5]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodAnonymousShelbyCobrablueprintsvg.png,"[4, 3, 3, 4]"
https://storage.yandexcloud.net/svg-images-first-pack/good1547377785svg.png,3,3,2,2,"[3, 3, 2, 2]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1547377785svg.png,"[1, 1, 1, 3]"
https://storage.yandexcloud.net/svg-images-first-pack/good1270238819svg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1270238819svg.png,"output_format: [5, 4, 3, 4]"
https://storage.yandexcloud.net/svg-images-first-pack/good1549541525svg.png,2,2,2,2,"[2, 2, 2, 2]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1549541525svg.png,"[6, 4, 3, 6]"
https://storage.yandexcloud.net/svg-images-first-pack/goodcristiansvg.png,5,5,5,5,"[5, 5, 5, 5]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodcristiansvg.png,"[6, 6, 6, 6]"
https://storage.yandexcloud.net/svg-images-first-pack/good1527040715svg.png,5,5,5,5,"[5, 5, 5, 5]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1527040715svg.png,"[1, 1, 1, 1]"
https://storage.yandexcloud.net/svg-images-first-pack/goodcoloriconssvg.png,5,5,5,5,"[5, 5, 5, 5]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodcoloriconssvg.png,"[6, 4, 1, 1]"
https://storage.yandexcloud.net/svg-images-first-pack/good1537731967svg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1537731967svg.png,"[5, 5, 5, 5]"
https://storage.yandexcloud.net/svg-images-first-pack/good9vaCartoonHead58svg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good9vaCartoonHead58svg.png,"[6, 6, 5, 5]"
https://storage.yandexcloud.net/svg-images-first-pack/goodbeehivesvg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodbeehivesvg.png,"[2, 2, 2, 5]"
https://storage.yandexcloud.net/svg-images-first-pack/good1430973767svg.png,2,4,4,2,"[2, 4, 4, 2]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1430973767svg.png,"[2, 3, 3, 6]"
https://storage.yandexcloud.net/svg-images-first-pack/goodbigguysmokingsvg.png,1,2,2,1,"[1, 2, 2, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodbigguysmokingsvg.png,"[1, 1, 1, 1]"
https://storage.yandexcloud.net/svg-images-first-pack/goodBedlampsvg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodBedlampsvg.png,"[1, 1, 1, 1]"
https://storage.yandexcloud.net/svg-images-first-pack/good30Mark1404504svg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good30Mark1404504svg.png,"output_format: [1, 1, 1, 1]"
https://storage.yandexcloud.net/svg-images-first-pack/goodCircularOrnament25svg.png,3,3,3,3,"[3, 3, 3, 3]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodCircularOrnament25svg.png,"[1, 1, 1, 1]"
https://storage.yandexcloud.net/svg-images-first-pack/goodBoyholdssomethingbehindhisbacksvg.png,3,3,3,3,"[3, 3, 3, 3]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodBoyholdssomethingbehindhisbacksvg.png,"[3, 3, 2, 6]"
https://storage.yandexcloud.net/svg-images-first-pack/goodBanksyChildSledgehammerSilhouettesvg.png,5,5,5,5,"[5, 5, 5, 5]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodBanksyChildSledgehammerSilhouettesvg.png,"output_format: [6, 6, 6, 6]"
https://storage.yandexcloud.net/svg-images-first-pack/goodAnonymousbullsvg.png,4,4,4,4,"[4, 4, 4, 4]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodAnonymousbullsvg.png,"[6, 6, 6, 4]"
https://storage.yandexcloud.net/svg-images-first-pack/goodAnonymousEiffeltowersvg.png,4,4,4,4,"[4, 4, 4, 4]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodAnonymousEiffeltowersvg.png,"[1, 1, 1, 2]"
https://storage.yandexcloud.net/svg-images-first-pack/goodComicCharacter336svg.png,4,3,2,1,"[4, 3, 2, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodComicCharacter336svg.png,"[5, 2, 0, 0]"
https://storage.yandexcloud.net/svg-images-first-pack/goodcrane02svg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodcrane02svg.png,"[6, 5, 6, 5]"
https://storage.yandexcloud.net/svg-images-first-pack/good1548428765svg.png,3,3,3,3,"[3, 3, 3, 3]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1548428765svg.png,"output_format: [1, 1, 1, 2]"
https://storage.yandexcloud.net/svg-images-first-pack/goodAnonymoustabletennissvg.png,5,4,5,4,"[5, 4, 5, 4]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodAnonymoustabletennissvg.png,"[2, 2, 2, 4]"
https://storage.yandexcloud.net/svg-images-first-pack/goodArtFavorDangerInDeepSpace21svg.png,4,4,4,4,"[4, 4, 4, 4]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodArtFavorDangerInDeepSpace21svg.png,"[1, 1, 1, 1]"
https://storage.yandexcloud.net/svg-images-first-pack/good1420410436svg.png,4,5,4,5,"[4, 5, 4, 5]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1420410436svg.png,"[3, 2, 2, 2]"
https://storage.yandexcloud.net/svg-images-first-pack/good1545441167svg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1545441167svg.png,"[5, 5, 5, 5]"
https://storage.yandexcloud.net/svg-images-first-pack/goodcircleevolvent1svg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodcircleevolvent1svg.png,"[4, 5, 3, 6]"
https://storage.yandexcloud.net/svg-images-first-pack/good1432651894svg.png,3,2,4,2,"[3, 2, 4, 2]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1432651894svg.png,"[1, 2, 3, 5]"
https://storage.yandexcloud.net/svg-images-first-pack/good1548155859svg.png,3,3,2,4,"[3, 3, 2, 4]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1548155859svg.png,"[2, 2, 4, 3]"
https://storage.yandexcloud.net/svg-images-first-pack/goodBenBoisVinylrecordssvg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodBenBoisVinylrecordssvg.png,"[1, 1, 3, 4]"
https://storage.yandexcloud.net/svg-images-first-pack/goodBaldIsBeautifulsvg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodBaldIsBeautifulsvg.png,"[6, 3, 2, 6]"
https://storage.yandexcloud.net/svg-images-first-pack/good1462061420svg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1462061420svg.png,"[1, 1, 1, 1]"
https://storage.yandexcloud.net/svg-images-first-pack/good1529489911svg.png,2,1,2,2,"[2, 1, 2, 2]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1529489911svg.png,"[1, 1, 1, 1]"
https://storage.yandexcloud.net/svg-images-first-pack/good1276406185svg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1276406185svg.png,"[1.0, 1.0, 1.0, 1.0]"
https://storage.yandexcloud.net/svg-images-first-pack/goodConstructiveAnatomyDrawingBook41svg.png,5,5,5,5,"[5, 5, 5, 5]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodConstructiveAnatomyDrawingBook41svg.png,"[1, 1, 1, 1]"
https://storage.yandexcloud.net/svg-images-first-pack/good1336282248svg.png,5,5,5,1,"[5, 5, 5, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1336282248svg.png,"[3, 6, 2, 2]"
https://storage.yandexcloud.net/svg-images-first-pack/good1546119416svg.png,1,3,3,1,"[1, 3, 3, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1546119416svg.png,"[1, 1, -1, -1]"
https://storage.yandexcloud.net/svg-images-first-pack/good1426144510svg.png,3,2,1,2,"[3, 2, 1, 2]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1426144510svg.png,"[4, 4, 3, 5]"
https://storage.yandexcloud.net/svg-images-first-pack/goodChristmasElfsvg.png,5,5,5,5,"[5, 5, 5, 5]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodChristmasElfsvg.png,"[6, 6, 6, 6]"
https://storage.yandexcloud.net/svg-images-first-pack/good1466134373svg.png,1,3,3,1,"[1, 3, 3, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1466134373svg.png,"The image appears to be a graphical representation of a golden crown with the word ""THE KING"" underneath, set against a red-orange background which gives a sense of a fiery utopian city or kingdom. Here's how I would rate it based on your four criteria:

1. Context Appropriateness – The crown represents a king, fitting the context provided by the word ""THE KING"" below. The fiery background could evoke various interpretations such as a kingdom in"
https://storage.yandexcloud.net/svg-images-first-pack/goodBULLE04EMPTYsvg.png,4,4,4,4,"[4, 4, 4, 4]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodBULLE04EMPTYsvg.png,"output_format: [2, 1, 3, 3]"
https://storage.yandexcloud.net/svg-images-first-pack/good1513171348svg.png,4,4,4,4,"[4, 4, 4, 4]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1513171348svg.png,"[1, 1, 1, 1]"
https://storage.yandexcloud.net/svg-images-first-pack/good2017NeralyHeresvg.png,4,4,4,4,"[4, 4, 4, 4]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good2017NeralyHeresvg.png,"[6, 6, 6, 6]"
https://storage.yandexcloud.net/svg-images-first-pack/goodComicCharacter330svg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodComicCharacter330svg.png,"[1, 1, 1, 1]"
https://storage.yandexcloud.net/svg-images-first-pack/good1500651384svg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1500651384svg.png,"output_format: [1, 1, 1, 1]"
https://storage.yandexcloud.net/svg-images-first-pack/good1548176761svg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1548176761svg.png,"[1, 1, 5, 5]"
https://storage.yandexcloud.net/svg-images-first-pack/good15268516101svg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good15268516101svg.png,"[4, 4, 4, 5]"
https://storage.yandexcloud.net/svg-images-first-pack/good1506614770svg.png,5,4,5,2,"[5, 4, 5, 2]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1506614770svg.png,"[6, 5, 4, 2]"
https://storage.yandexcloud.net/svg-images-first-pack/good1531427026svg.png,5,5,5,5,"[5, 5, 5, 5]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1531427026svg.png,"[1, 3, 2, 6]"
https://storage.yandexcloud.net/svg-images-first-pack/goodboozeframesvg.png,3,3,4,2,"[3, 3, 4, 2]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodboozeframesvg.png,"[6, 6, 1, 4]"
https://storage.yandexcloud.net/svg-images-first-pack/good1391534592svg.png,2,4,3,2,"[2, 4, 3, 2]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1391534592svg.png,"[5, 3, 5, 3]"
https://storage.yandexcloud.net/svg-images-first-pack/goodCartoonWomanInLovesvg.png,2,4,4,4,"[2, 4, 4, 4]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodCartoonWomanInLovesvg.png,"output_format: [4, 4, 3, 5]"
https://storage.yandexcloud.net/svg-images-first-pack/good1576601359Simplexraymansvg.png,4,4,4,4,"[4, 4, 4, 4]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1576601359Simplexraymansvg.png,"[6, 5, 3, 5]"
https://storage.yandexcloud.net/svg-images-first-pack/goodAnonymousArchitettoAmbulanzasvg.png,3,3,3,3,"[3, 3, 3, 3]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodAnonymousArchitettoAmbulanzasvg.png,"[4, 3, 1, 1]"
https://storage.yandexcloud.net/svg-images-first-pack/goodAnomalyGlosniksvg.png,2,4,4,1,"[2, 4, 4, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodAnomalyGlosniksvg.png,"[3, 2, 3, 5]"
https://storage.yandexcloud.net/svg-images-first-pack/goodBreathlessSummitsvg.png,5,5,5,5,"[5, 5, 5, 5]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodBreathlessSummitsvg.png,"[5, 5, 5, 5]"
https://storage.yandexcloud.net/svg-images-first-pack/good1576596860commodoor64andtvsvg.png,5,5,5,5,"[5, 5, 5, 5]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1576596860commodoor64andtvsvg.png,"[6, 6, 6, 6]"
https://storage.yandexcloud.net/svg-images-first-pack/good1392078356svg.png,5,5,5,5,"[5, 5, 5, 5]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1392078356svg.png,"[2, 2, 4, 6]"
https://storage.yandexcloud.net/svg-images-first-pack/good1421536845svg.png,5,5,5,5,"[5, 5, 5, 5]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1421536845svg.png,"[6, 5, 3, 6]"
https://storage.yandexcloud.net/svg-images-first-pack/good3bolAASsvg.png,4,4,3,4,"[4, 4, 3, 4]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good3bolAASsvg.png,"output_format: [4, 2, 2, 3]"
https://storage.yandexcloud.net/svg-images-first-pack/good1576897893liondeersvg.png,2,2,1,1,"[2, 2, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1576897893liondeersvg.png,"[4, 1, 1, 1]"
https://storage.yandexcloud.net/svg-images-first-pack/goodbocpuppysittingsvg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodbocpuppysittingsvg.png,"[1, 5, 5, 5]"
https://storage.yandexcloud.net/svg-images-first-pack/goodbugmenotpeacesignsvg.png,3,3,2,4,"[3, 3, 2, 4]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodbugmenotpeacesignsvg.png,"output_format: [4, 4, 2, 2]"
https://storage.yandexcloud.net/svg-images-first-pack/goodblphotoPencilsvg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodblphotoPencilsvg.png,"[6, 2, 3, 4]"
https://storage.yandexcloud.net/svg-images-first-pack/good1526494164svg.png,1,1,5,4,"[1, 1, 5, 4]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1526494164svg.png,"[2, 2, 2, 4]"
https://storage.yandexcloud.net/svg-images-first-pack/goodapplicationsdevelopmentsvg.png,4,4,4,4,"[4, 4, 4, 4]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodapplicationsdevelopmentsvg.png,"[5, 5, 3, 6]"
https://storage.yandexcloud.net/svg-images-first-pack/good1537723600svg.png,5,5,5,5,"[5, 5, 5, 5]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1537723600svg.png,"[6, 6, 6, 6]"
https://storage.yandexcloud.net/svg-images-first-pack/good1447619279svg.png,2,2,2,2,"[2, 2, 2, 2]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1447619279svg.png,"output: [6, 5, 5, 6]"
https://storage.yandexcloud.net/svg-images-first-pack/goodangrydog2svg.png,3,3,3,3,"[3, 3, 3, 3]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodangrydog2svg.png,"Output: [2, 1, 1, 1]"
https://storage.yandexcloud.net/svg-images-first-pack/good1293367573svg.png,4,4,4,4,"[4, 4, 4, 4]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1293367573svg.png,"[2, 2, 3, 2]"
https://storage.yandexcloud.net/svg-images-first-pack/goodcamelcomicfotosvg.png,3,3,1,2,"[3, 3, 1, 2]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodcamelcomicfotosvg.png,"[6, 3, 1, 5]"
