photo_url,res1,res2,res3,res4,result_list,img_path,answer_llava
https://storage.yandexcloud.net/svg-images-first-pack/goodcolortheory3svg.png,5,5,5,5,"[5, 5, 5, 5]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodcolortheory3svg.png,safe
https://storage.yandexcloud.net/svg-images-first-pack/good1536010787svg.png,5,5,5,5,"[5, 5, 5, 5]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1536010787svg.png,fraud
https://storage.yandexcloud.net/svg-images-first-pack/goodColorfulPawPrintsPatternBackgroundReinvigorated3NoBlackbackgroundsvg.png,5,5,5,5,"[5, 5, 5, 5]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodColorfulPawPrintsPatternBackgroundReinvigorated3NoBlackbackgroundsvg.png,safe
https://storage.yandexcloud.net/svg-images-first-pack/goodcgbugHalloweenLargeDeadTreesvg.png,1,2,2,1,"[1, 2, 2, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodcgbugHalloweenLargeDeadTreesvg.png,data_markup_error
https://storage.yandexcloud.net/svg-images-first-pack/goodAirlinertopviewsvg.png,1,2,2,1,"[1, 2, 2, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodAirlinertopviewsvg.png,fraud
https://storage.yandexcloud.net/svg-images-first-pack/good1536010787svg.png,5,3,3,4,"[5, 3, 3, 4]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1536010787svg.png,safe
https://storage.yandexcloud.net/svg-images-first-pack/goodCartoonAnnounceArvin61r58svg.png,5,3,2,5,"[5, 3, 2, 5]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodCartoonAnnounceArvin61r58svg.png,data_markup_error
https://storage.yandexcloud.net/svg-images-first-pack/goodcloud2svg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodcloud2svg.png,Not_sure
https://storage.yandexcloud.net/svg-images-first-pack/good1390364191svg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1390364191svg.png,safe
https://storage.yandexcloud.net/svg-images-first-pack/goodArchitettoDino10svg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodArchitettoDino10svg.png,data_markup_error
https://storage.yandexcloud.net/svg-images-first-pack/goodAlphabet12LetterGsvg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodAlphabet12LetterGsvg.png,data\_markup\_error
https://storage.yandexcloud.net/svg-images-first-pack/goodCartoonAnnounceArvin61r58svg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodCartoonAnnounceArvin61r58svg.png,Safe
https://storage.yandexcloud.net/svg-images-first-pack/goodcheer2fanssvg.png,1,2,1,1,"[1, 2, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodcheer2fanssvg.png,safe
https://storage.yandexcloud.net/svg-images-first-pack/goodCartoons2016050614svg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodCartoons2016050614svg.png,not_sure
https://storage.yandexcloud.net/svg-images-first-pack/goodbookiconsvg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodbookiconsvg.png,safe
https://storage.yandexcloud.net/svg-images-first-pack/goodColoredChristmasPresentsvg.png,5,5,5,5,"[5, 5, 5, 5]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodColoredChristmasPresentsvg.png,not_sure
https://storage.yandexcloud.net/svg-images-first-pack/goodCheckeredRacingFlagssvg.png,5,3,3,3,"[5, 3, 3, 3]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodCheckeredRacingFlagssvg.png,data_markup_error
https://storage.yandexcloud.net/svg-images-first-pack/goodAnonymousShelbyCobrablueprintsvg.png,5,5,5,5,"[5, 5, 5, 5]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodAnonymousShelbyCobrablueprintsvg.png,data_markup_error
https://storage.yandexcloud.net/svg-images-first-pack/goodAirlinertopviewsvg.png,2,2,2,2,"[2, 2, 2, 2]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodAirlinertopviewsvg.png,data_markup_error
https://storage.yandexcloud.net/svg-images-first-pack/good1547377785svg.png,3,3,2,2,"[3, 3, 2, 2]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1547377785svg.png,safe
https://storage.yandexcloud.net/svg-images-first-pack/good1270238819svg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1270238819svg.png,data_markup_error
https://storage.yandexcloud.net/svg-images-first-pack/goodafricansclimbingfenceeuropesvg.png,3,4,3,4,"[3, 4, 3, 4]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodafricansclimbingfenceeuropesvg.png,data_markup_error
https://storage.yandexcloud.net/svg-images-first-pack/good1549541525svg.png,2,2,2,2,"[2, 2, 2, 2]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1549541525svg.png,safe
https://storage.yandexcloud.net/svg-images-first-pack/goodcristiansvg.png,5,5,5,5,"[5, 5, 5, 5]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodcristiansvg.png,data_markup_error
https://storage.yandexcloud.net/svg-images-first-pack/good1527040715svg.png,5,5,5,5,"[5, 5, 5, 5]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1527040715svg.png,safe
https://storage.yandexcloud.net/svg-images-first-pack/goodcoloriconssvg.png,5,5,5,5,"[5, 5, 5, 5]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodcoloriconssvg.png,data_markup_error
https://storage.yandexcloud.net/svg-images-first-pack/goodArchitettoDino10svg.png,4,4,4,4,"[4, 4, 4, 4]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodArchitettoDino10svg.png,safe
https://storage.yandexcloud.net/svg-images-first-pack/good1537731967svg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1537731967svg.png,data_markup_error
https://storage.yandexcloud.net/svg-images-first-pack/good9vaCartoonHead58svg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good9vaCartoonHead58svg.png,not_sure
https://storage.yandexcloud.net/svg-images-first-pack/goodbeehivesvg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodbeehivesvg.png,Not_sure
https://storage.yandexcloud.net/svg-images-first-pack/goodcoloriconssvg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodcoloriconssvg.png,safe
https://storage.yandexcloud.net/svg-images-first-pack/good1430973767svg.png,2,4,4,2,"[2, 4, 4, 2]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1430973767svg.png,safe
https://storage.yandexcloud.net/svg-images-first-pack/goodbigguysmokingsvg.png,1,2,2,1,"[1, 2, 2, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodbigguysmokingsvg.png,data_markup_error
https://storage.yandexcloud.net/svg-images-first-pack/goodBedlampsvg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodBedlampsvg.png,data_markup_error
https://storage.yandexcloud.net/svg-images-first-pack/good30Mark1404504svg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good30Mark1404504svg.png,not_sure
https://storage.yandexcloud.net/svg-images-first-pack/good1549541525svg.png,4,3,4,4,"[4, 3, 4, 4]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1549541525svg.png,data_markup_error
https://storage.yandexcloud.net/svg-images-first-pack/goodcristiansvg.png,3,3,3,3,"[3, 3, 3, 3]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodcristiansvg.png,fraud
https://storage.yandexcloud.net/svg-images-first-pack/goodCircularOrnament25svg.png,3,3,3,3,"[3, 3, 3, 3]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodCircularOrnament25svg.png,not_sure
https://storage.yandexcloud.net/svg-images-first-pack/goodBoyholdssomethingbehindhisbacksvg.png,3,3,3,3,"[3, 3, 3, 3]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodBoyholdssomethingbehindhisbacksvg.png,data_markup_error
https://storage.yandexcloud.net/svg-images-first-pack/goodBanksyChildSledgehammerSilhouettesvg.png,5,5,5,5,"[5, 5, 5, 5]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodBanksyChildSledgehammerSilhouettesvg.png,not_sure
https://storage.yandexcloud.net/svg-images-first-pack/goodbigguysmokingsvg.png,5,5,5,5,"[5, 5, 5, 5]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodbigguysmokingsvg.png,data_markup_error
https://storage.yandexcloud.net/svg-images-first-pack/goodAnonymousbullsvg.png,4,4,4,4,"[4, 4, 4, 4]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodAnonymousbullsvg.png,safe
https://storage.yandexcloud.net/svg-images-first-pack/goodAnonymousEiffeltowersvg.png,4,4,4,4,"[4, 4, 4, 4]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodAnonymousEiffeltowersvg.png,data_markup_error
https://storage.yandexcloud.net/svg-images-first-pack/goodComicCharacter336svg.png,4,3,2,1,"[4, 3, 2, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodComicCharacter336svg.png,data_markup_error
https://storage.yandexcloud.net/svg-images-first-pack/goodBedlampsvg.png,3,2,2,2,"[3, 2, 2, 2]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodBedlampsvg.png,safe
https://storage.yandexcloud.net/svg-images-first-pack/good9vaCartoonHead58svg.png,5,4,3,3,"[5, 4, 3, 3]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good9vaCartoonHead58svg.png,data_markup_error
https://storage.yandexcloud.net/svg-images-first-pack/good1270238819svg.png,4,3,3,3,"[4, 3, 3, 3]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1270238819svg.png,safe
https://storage.yandexcloud.net/svg-images-first-pack/goodcrane02svg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodcrane02svg.png,data_markup_error
https://storage.yandexcloud.net/svg-images-first-pack/goodbeehivesvg.png,2,2,2,2,"[2, 2, 2, 2]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodbeehivesvg.png,not_sure
https://storage.yandexcloud.net/svg-images-first-pack/good1548428765svg.png,3,3,3,3,"[3, 3, 3, 3]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1548428765svg.png,safe
https://storage.yandexcloud.net/svg-images-first-pack/good30Mark1404504svg.png,4,4,4,4,"[4, 4, 4, 4]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good30Mark1404504svg.png,not_sure
https://storage.yandexcloud.net/svg-images-first-pack/goodAnonymoustabletennissvg.png,5,4,5,4,"[5, 4, 5, 4]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodAnonymoustabletennissvg.png,safe
https://storage.yandexcloud.net/svg-images-first-pack/goodComicCharacter336svg.png,5,4,4,5,"[5, 4, 4, 5]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodComicCharacter336svg.png,data_markup_error
https://storage.yandexcloud.net/svg-images-first-pack/goodArtFavorDangerInDeepSpace21svg.png,4,4,4,4,"[4, 4, 4, 4]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodArtFavorDangerInDeepSpace21svg.png,safe
https://storage.yandexcloud.net/svg-images-first-pack/good1420410436svg.png,4,5,4,5,"[4, 5, 4, 5]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1420410436svg.png,not_sure
https://storage.yandexcloud.net/svg-images-first-pack/good1545441167svg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1545441167svg.png,data_markup_error
https://storage.yandexcloud.net/svg-images-first-pack/goodBanksyChildSledgehammerSilhouettesvg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodBanksyChildSledgehammerSilhouettesvg.png,not_sure
https://storage.yandexcloud.net/svg-images-first-pack/goodBoyholdssomethingbehindhisbacksvg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodBoyholdssomethingbehindhisbacksvg.png,data_markup_error
https://storage.yandexcloud.net/svg-images-first-pack/goodcircleevolvent1svg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodcircleevolvent1svg.png,data_markup_error
https://storage.yandexcloud.net/svg-images-first-pack/goodAnonymoustabletennissvg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodAnonymoustabletennissvg.png,not_sure
https://storage.yandexcloud.net/svg-images-first-pack/good1432651894svg.png,3,2,4,2,"[3, 2, 4, 2]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1432651894svg.png,data_markup_error
https://storage.yandexcloud.net/svg-images-first-pack/good1420410436svg.png,3,3,4,3,"[3, 3, 4, 3]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1420410436svg.png,data_markup_error
https://storage.yandexcloud.net/svg-images-first-pack/good1548155859svg.png,3,3,2,4,"[3, 3, 2, 4]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1548155859svg.png,data_markup_error
https://storage.yandexcloud.net/svg-images-first-pack/goodBenBoisVinylrecordssvg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodBenBoisVinylrecordssvg.png,not_sure
https://storage.yandexcloud.net/svg-images-first-pack/goodBaldIsBeautifulsvg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodBaldIsBeautifulsvg.png,not_sure
https://storage.yandexcloud.net/svg-images-first-pack/goodAnonymousbullsvg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodAnonymousbullsvg.png,not_sure
https://storage.yandexcloud.net/svg-images-first-pack/goodcircleevolvent1svg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodcircleevolvent1svg.png,data_markup_error
https://storage.yandexcloud.net/svg-images-first-pack/good1462061420svg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1462061420svg.png,not_sure
https://storage.yandexcloud.net/svg-images-first-pack/good1529489911svg.png,2,1,2,2,"[2, 1, 2, 2]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1529489911svg.png,not_sure
https://storage.yandexcloud.net/svg-images-first-pack/good1276406185svg.png,1,1,1,1,"[1, 1, 1, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1276406185svg.png,safe
https://storage.yandexcloud.net/svg-images-first-pack/goodConstructiveAnatomyDrawingBook41svg.png,5,5,5,5,"[5, 5, 5, 5]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodConstructiveAnatomyDrawingBook41svg.png,data_markup_error
https://storage.yandexcloud.net/svg-images-first-pack/good1336282248svg.png,5,5,5,1,"[5, 5, 5, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1336282248svg.png,data_markup_error
https://storage.yandexcloud.net/svg-images-first-pack/good1432651894svg.png,2,2,2,1,"[2, 2, 2, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1432651894svg.png,safe
https://storage.yandexcloud.net/svg-images-first-pack/good1546119416svg.png,1,3,3,1,"[1, 3, 3, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1546119416svg.png,data_markup_error
https://storage.yandexcloud.net/svg-images-first-pack/goodArtFavorDangerInDeepSpace21svg.png,1,2,2,1,"[1, 2, 2, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodArtFavorDangerInDeepSpace21svg.png,fraud
https://storage.yandexcloud.net/svg-images-first-pack/good1545441167svg.png,4,4,4,4,"[4, 4, 4, 4]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1545441167svg.png,not_sure
https://storage.yandexcloud.net/svg-images-first-pack/good1426144510svg.png,3,2,1,2,"[3, 2, 1, 2]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1426144510svg.png,safe
https://storage.yandexcloud.net/svg-images-first-pack/goodChristmasElfsvg.png,5,5,5,5,"[5, 5, 5, 5]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodChristmasElfsvg.png,safe
https://storage.yandexcloud.net/svg-images-first-pack/good1466134373svg.png,1,3,3,1,"[1, 3, 3, 1]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1466134373svg.png,data_markup_error
https://storage.yandexcloud.net/svg-images-first-pack/good1276406185svg.png,4,4,4,4,"[4, 4, 4, 4]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1276406185svg.png,not_sure
https://storage.yandexcloud.net/svg-images-first-pack/goodBULLE04EMPTYsvg.png,4,4,4,4,"[4, 4, 4, 4]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/goodBULLE04EMPTYsvg.png,data_markup_error
https://storage.yandexcloud.net/svg-images-first-pack/good1513171348svg.png,4,4,4,4,"[4, 4, 4, 4]",/mnt/nvme0/jupyter-kazancev.danil7@wb-2ede4/projects/anti_spam/work/VecScore/toloka_parsed_data/good1513171348svg.png,not_sure
